orderday,order_id,delivery_deviation,median_delivery_handover_min_same_location,vehicle_type,is_pooled,has_alcohol,is_new_courier,is_large_order,delivery_handover_min
2025-10-02,642015,6.47,4.671,BIKE,1,0,0,0,11.54
2025-10-12,998850,5.04,2.2456,CAR,0,0,1,1,10.51
2025-10-21,628646,4.96,8.0303,MOPED,0,0,0,0,11.2
2025-11-17,427252,4.58,2.0351,CAR,0,0,0,0,4.47
2025-10-30,357681,3.29,2.7765,MOPED,0,0,1,0,5.13
2025-11-13,194018,4.23,5.2979,BIKE,1,0,0,0,9.27
2025-11-19,486601,4.52,4.991,BIKE,0,0,1,0,10.7
2025-10-23,394054,5.57,4.8357,BIKE,0,0,0,0,10.74
2025-10-11,751176,4.26,2.6487,MOPED,0,0,1,0,6.5
2025-11-05,329104,11.62,2.8625,BIKE,0,0,0,0,23.0
2025-10-25,942186,2.21,2.4663,BIKE,0,0,1,0,4.44
2025-10-07,293510,5.91,3.0712,BIKE,0,0,0,0,5.89
2025-11-19,209847,3.97,4.027,BIKE,0,0,1,0,4.34
2025-10-08,544717,4.06,2.4612,MOPED,0,0,0,0,2.56
2025-11-26,554162,2.7,1.6526,BIKE,0,1,0,0,3.12
2025-10-22,924899,6.75,5.3647,MOPED,0,0,1,0,18.09
2025-11-05,396037,5.62,3.2459,BIKE,0,0,1,0,9.42
2025-11-07,176329,6.15,4.6093,CAR,0,0,0,1,12.66
2025-10-03,131007,4.41,3.0847,BIKE,0,0,1,0,6.12
2025-10-14,794892,3.45,4.2743,BIKE,1,0,0,0,4.52
2025-10-27,416397,3.92,8.0057,BIKE,0,0,0,0,8.08
2025-11-05,112323,5.04,2.1804,BIKE,1,0,1,0,8.74
2025-10-26,997767,1.49,2.5488,BIKE,1,0,1,0,4.76
2025-10-07,212356,6.27,2.4205,BIKE,0,0,0,0,6.84
2025-11-24,304451,5.16,3.4575,BIKE,1,0,0,0,6.66
2025-11-13,378600,3.52,4.8488,CAR,1,0,0,1,7.28
2025-10-08,655655,3.74,1.0276,BIKE,0,0,0,0,1.22
2025-11-09,154624,5.78,4.0145,CAR,0,0,0,0,10.46
2025-11-29,503322,3.56,3.0219,MOPED,0,0,0,0,4.75
2025-11-28,334565,6.26,5.7977,BIKE,0,0,0,0,11.62
2025-11-21,168008,3.72,4.461,BIKE,1,0,1,0,9.73
2025-10-04,477539,9.56,2.9515,BIKE,0,0,0,0,19.93
2025-11-12,216492,9.42,6.199,BIKE,0,0,0,0,18.93
2025-11-20,172240,3.44,6.4001,CAR,1,0,1,0,12.21
2025-10-02,426459,3.89,6.0407,BIKE,1,0,1,0,8.2
2025-10-17,825947,4.01,4.6336,BIKE,0,0,0,0,8.75
2025-11-21,372900,4.04,3.124,BIKE,1,0,1,0,7.37
2025-11-22,561227,2.53,3.8048,CAR,0,0,1,0,3.76
2025-10-21,398522,2.35,2.955,CAR,0,0,0,0,3.06
2025-11-05,235327,7.58,3.7893,MOPED,1,0,1,0,21.59
2025-10-20,749991,6.99,2.7495,MOPED,1,0,0,0,10.09
2025-10-30,942981,6.93,3.2593,BIKE,0,0,1,0,17.44
2025-11-17,265575,3.92,7.5255,BIKE,0,0,0,0,8.01
2025-10-02,599499,4.01,2.9394,BIKE,0,0,0,0,4.76
2025-10-15,593948,6.24,2.2217,BIKE,0,0,1,0,9.36
2025-11-09,407257,2.03,3.3495,BIKE,0,1,0,0,2.53
2025-10-02,698357,3.62,4.6047,BIKE,0,0,1,0,3.76
2025-10-27,329189,3.75,3.6693,BIKE,0,0,1,0,6.83
2025-10-21,498465,3.92,3.4097,CAR,1,0,0,0,3.45
2025-10-25,351051,2.09,4.092,MOPED,0,0,0,0,4.09
2025-10-29,749829,5.77,4.0444,BIKE,1,0,1,0,10.96
2025-10-05,813936,6.78,4.5377,BIKE,0,0,0,0,8.52
2025-10-01,611778,2.8,4.5822,BIKE,0,0,1,0,5.36
2025-10-25,880641,2.28,3.3642,CAR,0,0,0,0,3.7
2025-11-11,371830,2.76,3.2992,MOPED,1,1,0,0,5.35
2025-10-25,605629,5.2,3.4828,BIKE,1,0,0,0,6.38
2025-11-17,415507,3.01,4.302,BIKE,0,0,0,0,3.72
2025-10-11,459687,3.79,5.2736,BIKE,0,0,0,0,5.17
2025-11-02,756021,2.37,3.0509,BIKE,0,0,1,0,6.71
2025-10-19,719961,4.21,2.5112,BIKE,0,0,0,0,1.97
2025-11-10,554179,7.21,1.8617,MOPED,0,1,0,0,6.68
2025-10-18,142828,5.19,2.0915,BIKE,0,0,1,0,4.83
2025-11-19,935036,3.97,2.3164,CAR,0,0,1,0,5.35
2025-10-07,372670,3.87,2.6703,BIKE,0,0,0,0,2.93
2025-10-23,955342,2.82,4.1447,BIKE,0,0,1,0,9.48
2025-10-04,125592,3.24,2.2498,CAR,0,0,1,0,5.61
2025-10-21,391126,2.45,3.5055,MOPED,0,0,1,0,6.54
2025-11-10,886639,2.32,4.7624,CAR,1,0,0,0,7.92
2025-10-13,332041,11.51,2.494,CAR,0,0,0,0,21.56
2025-10-27,450877,4.66,2.8668,CAR,0,0,1,0,14.05
2025-10-06,854296,8.44,2.0162,BIKE,0,0,0,0,6.37
2025-10-13,224982,2.73,2.3677,CAR,0,0,0,1,5.48
2025-10-18,356911,2.17,5.7597,CAR,0,0,0,0,5.45
2025-10-27,168619,2.49,4.2148,BIKE,0,0,0,0,4.87
2025-10-23,784688,3.28,7.5409,BIKE,1,0,0,0,7.6
2025-11-15,408623,4.13,2.5927,CAR,1,0,0,0,5.95
2025-11-27,601643,3.76,6.0465,CAR,1,0,1,0,12.82
2025-11-15,251175,2.75,2.6015,BIKE,0,0,0,1,3.57
2025-10-31,270963,4.24,2.8561,CAR,0,0,0,0,5.23
2025-10-21,241826,4.43,9.1421,CAR,0,0,1,0,23.94
2025-10-25,855343,5.76,2.4885,BIKE,0,0,0,0,4.86
2025-11-12,198540,3.38,3.4389,BIKE,1,0,0,0,3.81
2025-10-16,959414,7.45,2.2444,BIKE,0,0,1,0,12.81
2025-11-19,727035,4.19,1.9177,BIKE,0,0,0,0,3.47
2025-10-16,286994,1.89,3.6254,MOPED,0,0,0,0,3.61
2025-11-08,410375,9.89,2.1993,BIKE,0,0,1,1,22.12
2025-11-18,322724,5.53,1.5311,BIKE,0,1,1,0,7.84
2025-11-02,614003,4.24,3.9845,CAR,0,0,1,0,9.38
2025-10-28,293783,3.54,1.8215,CAR,1,0,0,0,4.99
2025-10-30,796683,3.22,3.4016,CAR,0,0,1,0,7.43
2025-10-05,837565,4.02,5.4738,CAR,0,0,0,0,7.04
2025-11-02,984884,9.36,1.3798,BIKE,1,0,0,0,8.46
2025-11-26,768755,4.13,3.117,BIKE,0,0,0,0,5.18
2025-10-11,317029,3.3,4.3006,BIKE,1,0,1,0,5.46
2025-11-26,156273,3.0,3.9911,CAR,0,0,0,0,6.2
2025-10-08,358503,2.8,2.0831,BIKE,1,0,0,1,3.25
2025-10-31,716166,5.24,1.6593,BIKE,0,0,0,0,5.19
2025-10-21,891327,2.12,4.6656,CAR,0,0,1,0,7.01
2025-10-25,219968,2.69,3.3185,CAR,0,0,0,0,3.9
2025-10-18,477844,7.86,2.2494,CAR,1,0,0,0,11.01
2025-10-12,700847,2.52,4.7278,BIKE,1,0,0,0,3.3
2025-10-12,110699,6.24,2.7855,BIKE,0,0,0,0,6.2
2025-11-04,296133,1.45,2.6795,BIKE,0,0,0,0,2.76
2025-10-29,634003,8.37,2.4556,BIKE,0,0,0,1,8.67
2025-10-14,119169,2.15,2.5686,BIKE,0,0,0,0,3.01
2025-10-13,618652,2.62,2.5302,BIKE,0,0,0,0,3.58
2025-10-19,218413,5.7,3.9456,BIKE,0,0,1,0,9.33
2025-10-20,743552,4.64,6.1363,BIKE,0,0,0,0,10.98
2025-10-02,367926,6.34,1.9476,BIKE,1,0,1,0,10.77
2025-10-12,843537,2.14,3.0459,BIKE,0,0,0,0,4.11
2025-11-13,622988,3.51,3.2665,CAR,0,0,0,1,6.13
2025-10-10,224481,2.98,4.1519,CAR,0,0,0,0,4.43
2025-11-05,315400,2.33,5.0285,CAR,0,1,0,0,15.04
2025-10-17,659873,5.46,3.2725,BIKE,0,0,1,0,9.18
2025-10-07,917114,6.5,2.702,MOPED,0,0,0,0,8.73
2025-11-06,278936,3.43,4.3304,MOPED,1,0,0,0,4.86
2025-11-05,492136,8.68,1.74,BIKE,0,0,0,0,7.81
2025-10-18,970848,2.74,1.3556,BIKE,0,0,0,0,1.6
2025-10-13,489954,5.37,2.5171,CAR,0,1,1,0,22.77
2025-11-29,138067,2.2,2.9586,BIKE,0,0,0,0,1.87
2025-10-12,877622,3.25,3.9734,BIKE,0,0,0,0,4.73
2025-11-29,136035,4.36,4.9375,CAR,1,1,1,0,24.52
2025-11-17,296049,4.89,1.9074,MOPED,0,0,0,1,6.37
2025-11-20,333782,6.36,5.5586,BIKE,0,0,1,0,21.84
2025-11-06,714661,6.19,4.2237,BIKE,0,0,1,0,9.43
2025-10-03,969794,3.42,4.0199,CAR,0,0,0,0,5.35
2025-11-29,714805,5.29,4.0873,CAR,0,0,1,0,9.78
2025-10-10,689738,5.1,1.294,BIKE,0,0,0,0,5.11
2025-10-23,634670,4.51,3.2081,CAR,0,0,0,0,6.58
2025-10-04,826331,3.66,2.3536,BIKE,0,0,0,0,3.13
2025-11-13,557828,4.51,2.2117,BIKE,1,0,0,0,3.53
2025-10-25,845715,10.85,2.8715,BIKE,1,0,0,0,16.46
2025-10-01,161929,3.5,4.741,MOPED,0,0,0,0,4.26
2025-10-05,857771,7.41,3.8849,BIKE,0,0,0,0,9.33
2025-10-05,852878,2.97,4.1102,CAR,0,0,1,0,6.13
2025-11-16,985296,2.61,2.92,BIKE,1,0,0,0,3.96
2025-10-07,880965,5.31,3.2219,MOPED,1,0,0,0,7.48
2025-11-18,387313,5.39,4.958,BIKE,0,0,0,0,7.04
2025-10-24,187468,5.46,4.5218,BIKE,0,0,1,0,8.63
2025-10-08,291703,4.97,2.5241,MOPED,1,0,0,1,5.54
2025-10-30,145033,6.1,3.8642,BIKE,1,0,0,0,6.76
2025-10-31,687421,2.39,3.8198,BIKE,0,0,0,0,3.05
2025-10-16,173861,6.63,3.645,BIKE,0,0,1,0,17.29
2025-10-28,807650,3.6,2.8855,BIKE,1,1,0,0,4.25
2025-10-01,393894,5.67,2.6827,BIKE,0,0,0,0,6.33
2025-10-11,664749,1.72,3.9368,MOPED,1,0,0,0,2.88
2025-11-20,567016,5.56,2.4649,BIKE,0,1,1,1,12.11
2025-11-07,178222,1.32,3.1557,BIKE,0,0,1,0,2.61
2025-10-23,736308,3.53,4.3445,CAR,0,0,1,0,10.61
2025-11-01,910658,1.73,4.1164,BIKE,0,0,1,0,6.02
2025-11-01,893153,5.57,2.1671,CAR,0,0,1,0,8.09
2025-10-29,644897,4.2,3.9016,CAR,1,0,0,0,9.58
2025-10-31,754801,2.76,7.2446,BIKE,1,0,0,0,8.2
2025-10-19,204211,2.59,3.1273,BIKE,0,1,0,0,4.35
2025-10-09,286321,0.89,5.6343,BIKE,0,0,0,0,2.53
2025-11-01,542111,5.24,7.669,BIKE,0,0,0,0,9.44
2025-10-31,587689,1.68,4.8067,MOPED,1,0,1,0,7.21
2025-10-05,960952,2.63,1.6659,BIKE,0,0,0,0,1.38
2025-10-23,556956,3.13,4.3927,CAR,0,1,1,0,17.45
2025-11-15,950741,1.99,5.717,BIKE,1,0,1,0,3.42
2025-11-24,129984,3.17,1.4129,MOPED,0,0,0,0,3.0
2025-10-21,743235,2.01,4.9366,CAR,1,0,0,0,4.77
2025-10-20,829182,4.4,3.2167,CAR,0,0,0,0,5.09
2025-10-13,105901,2.19,5.6501,BIKE,1,0,0,0,4.92
2025-11-14,262624,4.12,3.387,BIKE,1,0,0,0,4.49
2025-11-26,322317,7.25,3.9678,BIKE,1,0,0,0,8.82
2025-10-20,393199,6.0,3.9928,CAR,1,0,1,0,13.98
2025-11-29,793045,3.89,4.5524,CAR,0,0,0,1,6.87
2025-11-16,245788,2.47,4.125,BIKE,0,0,1,0,4.5
2025-10-13,738387,4.39,2.4222,MOPED,0,0,0,0,6.62
2025-10-07,635426,2.86,3.1415,MOPED,1,0,1,0,5.55
2025-11-03,790658,4.48,3.4729,BIKE,0,0,0,0,4.85
2025-11-25,123429,1.72,5.4825,BIKE,1,0,0,0,4.37
2025-11-21,674488,6.07,4.1826,CAR,0,0,0,0,9.2
2025-11-22,302380,4.12,2.6793,BIKE,1,0,0,0,4.39
2025-11-22,541460,12.23,2.4011,CAR,0,0,0,0,16.94
2025-10-17,872577,7.79,4.4544,CAR,0,0,0,0,18.23
2025-10-30,345127,5.38,2.8867,BIKE,0,1,0,0,5.21
2025-10-04,987700,3.81,4.6179,CAR,0,0,1,0,12.82
2025-11-24,860801,2.82,3.4073,BIKE,0,0,1,0,4.07
2025-10-04,117347,6.5,5.9451,MOPED,0,0,0,0,14.17
2025-11-19,772280,3.62,2.5927,BIKE,0,0,0,0,4.75
2025-11-06,656110,7.27,5.9007,BIKE,1,0,1,1,24.4
2025-11-08,664396,4.96,5.0197,CAR,0,0,0,0,5.62
2025-11-05,582315,4.97,2.927,BIKE,0,0,1,0,7.96
2025-10-15,107967,5.46,2.4435,CAR,1,0,0,0,8.81
2025-10-22,997151,2.56,6.9909,BIKE,1,0,0,0,4.6
2025-10-11,636159,2.43,2.4185,BIKE,0,1,0,0,2.63
2025-11-05,325371,2.39,3.9131,CAR,1,0,0,0,3.59
2025-11-01,308524,6.85,3.9709,BIKE,1,0,1,0,16.43
2025-10-19,829630,2.53,3.4952,MOPED,1,0,0,0,5.69
2025-10-16,264685,2.69,4.6655,BIKE,1,0,0,0,4.85
2025-10-10,652467,5.31,2.39,BIKE,0,0,0,0,4.28
2025-11-12,351537,3.58,7.0038,BIKE,0,0,1,0,15.58
2025-10-17,807548,3.35,2.4996,CAR,0,0,0,0,4.05
2025-11-12,941531,3.21,3.2923,BIKE,0,0,1,1,6.83
2025-11-12,659550,1.27,1.9111,BIKE,0,0,1,0,2.51
2025-11-25,964645,2.5,5.1339,MOPED,0,0,1,0,5.14
2025-11-28,479551,7.32,6.8966,BIKE,0,0,0,1,20.57
2025-10-06,571082,3.1,7.1861,BIKE,0,0,0,0,8.21
2025-11-17,972701,1.57,5.2992,BIKE,0,0,0,1,4.28
2025-11-14,160545,2.45,3.0095,BIKE,0,0,0,1,4.46
2025-11-27,334555,4.85,3.484,BIKE,1,0,1,0,5.64
2025-11-20,323894,4.81,3.0679,BIKE,0,0,1,0,7.27
2025-11-02,827506,3.5,2.1145,BIKE,1,0,0,0,2.96
2025-10-20,402066,2.87,3.1015,BIKE,0,0,1,1,6.46
2025-10-14,667201,2.01,4.8863,BIKE,0,0,0,0,2.95
2025-11-12,459177,4.87,2.4553,CAR,0,1,0,0,8.73
2025-10-28,466936,6.17,1.2608,CAR,0,0,0,0,4.71
2025-11-21,350497,7.72,2.0774,BIKE,0,0,0,0,7.77
2025-11-29,543057,2.33,4.7286,MOPED,1,0,1,0,8.69
2025-11-09,801692,8.03,1.6766,CAR,1,0,0,0,10.35
2025-10-06,585278,3.94,2.89,MOPED,1,0,1,0,7.97
2025-10-19,256104,4.11,2.9945,BIKE,0,0,0,0,2.74
2025-11-22,793206,6.34,3.8424,CAR,0,0,1,0,16.82
2025-11-12,814834,3.09,3.8085,BIKE,0,0,1,1,9.15
2025-10-06,144936,1.37,4.0534,CAR,0,0,1,0,5.6
2025-11-12,785154,5.77,3.2862,BIKE,0,0,0,0,3.59
2025-10-05,816948,4.83,2.3758,BIKE,0,0,0,0,4.71
2025-10-02,302056,3.39,4.8733,BIKE,1,0,0,0,5.06
2025-11-17,325469,5.54,1.6403,BIKE,0,0,0,0,4.03
2025-10-06,128141,6.13,4.6654,BIKE,1,0,0,0,8.4
2025-10-14,237478,1.9,5.3169,BIKE,0,0,1,0,6.54
2025-10-14,197359,4.1,8.0343,BIKE,0,0,0,0,6.83
2025-10-30,254363,1.3,2.5742,MOPED,1,0,0,0,2.36
2025-11-14,665856,3.81,2.7884,CAR,0,0,1,0,8.89
2025-11-09,721827,3.37,3.554,BIKE,0,0,0,0,3.73
2025-10-24,671139,5.19,3.4532,BIKE,0,0,1,0,8.16
2025-10-30,593158,2.37,4.7568,BIKE,0,0,0,0,3.03
2025-10-11,679111,3.28,4.2422,BIKE,0,0,0,0,5.73
2025-10-14,123312,0.81,3.0327,BIKE,0,0,0,0,1.52
2025-10-22,527387,5.36,3.3517,BIKE,0,0,0,0,5.41
2025-10-03,534995,3.88,4.9298,CAR,1,0,0,0,8.62
2025-10-29,824188,4.24,2.0653,BIKE,0,0,0,0,4.13
2025-11-17,600531,1.92,3.1782,BIKE,0,0,1,0,2.77
2025-11-15,985155,4.95,4.2932,BIKE,0,0,1,1,12.96
2025-10-08,898843,9.27,2.2544,BIKE,1,0,0,0,11.52
2025-11-18,596037,3.7,0.5492,CAR,0,0,1,1,3.82
2025-10-07,349062,5.61,5.9169,BIKE,0,0,1,1,22.0
2025-10-24,943441,2.62,3.4542,BIKE,0,0,0,0,4.37
2025-10-05,508638,3.9,2.0732,CAR,1,0,1,0,8.27
2025-10-20,535684,1.89,4.9069,BIKE,0,0,1,0,4.5
2025-10-05,656659,6.01,3.2102,BIKE,0,0,1,0,13.93
2025-11-18,157022,4.39,2.2856,BIKE,0,0,0,0,3.33
2025-10-06,433373,2.2,4.0074,BIKE,0,0,1,0,4.44
2025-10-28,199071,2.72,3.5515,BIKE,0,0,0,0,3.58
2025-10-15,282268,4.18,2.7286,CAR,1,0,1,0,8.7
2025-11-28,458918,6.44,2.5577,BIKE,0,0,0,0,8.98
2025-10-26,589626,8.5,2.2942,BIKE,0,0,1,0,13.64
2025-11-22,388859,3.79,4.5882,MOPED,0,0,0,0,8.33
2025-11-14,914037,2.05,2.0817,BIKE,0,0,0,0,3.8
2025-10-21,724141,4.57,2.5281,MOPED,0,0,1,1,5.97
2025-10-09,597660,1.8,5.9425,CAR,1,0,0,0,5.54
2025-11-16,176373,2.52,3.664,CAR,0,0,1,0,7.54
2025-11-13,955684,5.5,4.3466,CAR,0,0,1,0,9.67
2025-11-10,293021,4.38,3.6212,BIKE,0,0,1,0,10.28
2025-11-25,293718,3.09,4.8822,BIKE,1,0,0,1,5.76
2025-10-10,694305,4.53,7.0146,BIKE,1,0,1,0,17.2
2025-11-17,163037,6.61,2.9302,MOPED,1,0,1,0,11.63
2025-10-25,714106,3.86,3.5006,BIKE,0,0,1,0,6.67
2025-10-21,630836,3.7,3.7212,MOPED,0,0,0,0,4.73
2025-11-03,741269,5.44,4.2538,BIKE,0,0,0,0,8.87
2025-10-31,334213,3.54,3.6633,BIKE,0,0,1,0,6.61
2025-10-02,304366,7.18,2.8071,BIKE,0,0,0,0,9.5
2025-11-09,254249,2.59,8.2952,CAR,0,0,1,0,8.22
2025-10-16,386166,2.17,3.9242,BIKE,0,0,1,0,5.58
2025-11-04,730585,4.88,1.5263,MOPED,0,0,0,1,4.91
2025-11-18,760902,2.13,2.981,BIKE,0,0,0,0,1.88
2025-11-19,322084,2.11,3.4997,CAR,0,0,0,1,3.99
2025-10-31,589536,1.46,3.2966,CAR,0,0,1,0,5.25
2025-10-12,160428,3.35,3.3906,BIKE,0,0,0,0,4.25
2025-11-23,778100,3.99,3.8836,BIKE,1,0,0,0,6.25
2025-10-23,421497,3.13,4.2204,BIKE,1,0,0,0,4.51
2025-11-11,737420,8.13,3.8436,BIKE,0,0,1,0,14.78
2025-11-13,287604,7.83,4.9607,MOPED,0,0,0,0,14.34
2025-11-07,640340,10.64,1.8616,MOPED,0,0,0,0,6.87
2025-10-17,200689,4.15,3.1545,CAR,0,0,0,0,5.93
2025-11-13,802436,7.33,4.1053,CAR,1,0,0,0,16.14
2025-10-14,546636,4.73,3.8397,BIKE,0,0,0,0,7.13
2025-11-02,756031,4.5,2.6851,BIKE,0,0,0,0,4.6
2025-11-17,362307,3.21,2.8207,CAR,0,0,0,0,5.23
2025-11-17,403568,1.31,2.4816,BIKE,0,0,0,0,2.74
2025-10-06,602754,5.58,5.0074,CAR,0,0,1,0,9.81
2025-10-23,563547,7.22,1.5712,CAR,0,0,0,0,6.37
2025-11-17,503850,1.89,2.0512,BIKE,1,0,1,0,3.64
2025-11-18,235870,4.04,4.0814,BIKE,0,0,1,0,8.17
2025-10-31,384564,6.66,4.2749,CAR,0,0,1,0,16.99
2025-11-09,610259,3.39,1.7862,BIKE,1,0,0,0,3.53
2025-10-05,744863,7.36,4.4083,CAR,0,0,1,0,18.32
2025-10-03,882518,3.78,3.7311,BIKE,1,0,1,0,8.85
2025-11-07,391444,3.12,4.2315,BIKE,0,0,0,0,4.36
2025-11-22,976313,7.58,3.5802,BIKE,1,0,0,0,15.17
2025-10-28,110749,2.54,4.0919,CAR,0,0,0,1,8.09
2025-10-31,728419,2.82,4.1449,BIKE,0,0,0,0,5.69
2025-11-27,780481,2.59,4.1633,BIKE,1,0,0,0,5.23
2025-11-23,399631,2.29,3.8221,BIKE,1,0,1,0,6.19
2025-10-17,325019,4.38,3.3681,BIKE,0,0,1,0,7.4
2025-10-22,526577,3.14,3.3759,BIKE,0,0,0,1,5.54
2025-11-16,907655,5.18,3.8021,BIKE,1,0,0,0,7.62
2025-10-13,697218,1.7,4.7409,BIKE,0,0,1,0,6.86
2025-11-18,769416,2.31,7.0802,BIKE,0,0,0,0,5.05
2025-11-13,390524,4.16,4.2516,BIKE,0,0,1,0,10.61
2025-10-21,912467,8.46,4.019,BIKE,0,0,0,0,14.4
2025-11-16,917052,4.9,5.4535,BIKE,0,0,0,0,9.04
2025-10-21,356553,3.02,4.0477,BIKE,1,0,1,0,6.52
2025-10-06,548532,1.93,2.2606,BIKE,1,0,0,0,2.44
2025-10-10,819401,2.93,2.5966,MOPED,1,0,0,0,4.23
2025-11-27,479504,3.97,6.7576,BIKE,0,0,1,0,14.84
2025-11-09,153352,1.25,2.6182,CAR,0,0,0,0,1.31
2025-10-14,524127,2.21,4.3177,BIKE,0,0,1,0,5.54
2025-10-23,263856,2.8,2.3314,CAR,0,1,1,1,10.03
2025-10-07,103191,3.57,5.5883,MOPED,0,0,0,0,5.74
2025-10-24,976968,3.95,2.9038,BIKE,0,1,0,0,5.62
2025-10-15,728864,2.99,3.5944,CAR,0,0,1,0,7.69
2025-10-23,295713,5.22,3.1851,BIKE,0,0,0,0,8.22
2025-10-05,542939,4.32,4.2146,BIKE,0,0,1,0,8.93
2025-11-10,103631,3.37,3.7184,BIKE,1,0,0,0,3.15
2025-10-20,237244,5.6,4.8884,BIKE,1,0,1,0,13.6
2025-11-21,404224,5.37,4.4553,BIKE,1,0,0,0,10.68
2025-10-10,320169,1.96,3.8771,BIKE,1,0,1,0,6.78
2025-11-26,714641,3.99,4.4489,BIKE,0,0,1,0,9.67
2025-10-23,513497,6.33,4.5296,CAR,1,0,0,0,10.65
2025-11-18,652959,6.88,2.9779,BIKE,1,0,1,0,16.56
2025-10-27,747099,4.88,2.888,BIKE,0,0,0,1,6.43
2025-11-20,806791,3.61,6.1394,BIKE,1,0,0,0,5.27
2025-11-12,321972,5.01,4.5394,BIKE,0,0,0,0,6.31
2025-11-15,877499,6.07,4.0598,BIKE,0,0,1,0,12.85
2025-11-29,489878,4.3,2.5236,BIKE,0,0,1,0,4.79
2025-11-29,848321,4.55,1.6209,BIKE,0,0,1,0,4.54
2025-10-31,608679,3.58,3.105,BIKE,0,0,0,0,3.24
2025-11-23,521818,2.08,2.9126,CAR,0,0,1,0,5.13
2025-10-06,844149,3.72,3.0833,BIKE,0,0,0,0,3.56
2025-11-17,937831,2.89,4.7884,BIKE,0,0,0,0,5.5
2025-10-13,778832,2.9,6.0867,BIKE,1,0,0,0,6.22
2025-10-28,804590,8.31,5.2516,MOPED,1,0,1,1,17.46
2025-10-16,107099,6.53,2.737,CAR,1,0,0,0,8.6
2025-10-17,873974,1.74,4.267,BIKE,0,0,0,0,2.59
2025-11-15,518647,2.36,2.8721,BIKE,0,0,0,0,3.38
2025-11-26,680780,3.38,1.5797,BIKE,0,0,1,1,4.27
2025-11-16,196722,2.94,3.3801,BIKE,0,0,0,0,4.74
2025-10-31,654399,4.75,5.5418,CAR,0,0,1,0,16.14
2025-10-10,163936,2.18,3.0535,BIKE,0,0,0,1,2.95
2025-10-31,777974,6.55,4.7544,BIKE,0,0,0,0,12.46
2025-11-28,323332,3.97,2.6705,BIKE,0,0,1,0,4.88
2025-11-08,825836,3.42,4.5099,CAR,0,0,0,0,5.58
2025-11-11,873319,4.03,3.1658,BIKE,0,0,1,0,6.39
2025-10-06,423064,3.29,6.0781,CAR,1,0,1,0,9.57
2025-11-15,587510,1.47,3.0796,BIKE,0,0,1,0,4.12
2025-10-20,163530,4.08,2.8087,CAR,1,0,1,0,10.02
2025-11-18,529440,3.45,5.9688,BIKE,0,0,1,0,10.0
2025-11-10,369932,2.52,2.7695,BIKE,1,0,1,0,4.79
2025-10-21,652370,7.02,3.7772,CAR,0,0,1,0,11.27
2025-10-16,713858,5.67,2.7777,CAR,0,0,0,0,3.69
2025-11-08,832176,6.16,5.6132,CAR,1,0,0,0,8.78
2025-11-05,970020,2.94,2.6607,CAR,0,0,0,1,3.29
2025-11-12,247603,2.58,4.2799,BIKE,0,0,1,1,7.5
2025-11-03,974772,3.17,4.429,CAR,0,0,0,0,4.08
2025-10-08,718727,2.91,3.6546,BIKE,0,0,0,0,3.29
2025-10-14,241214,4.28,6.0829,CAR,0,0,0,0,8.91
2025-11-26,739341,1.88,6.0668,BIKE,1,0,0,0,5.26
2025-11-18,672643,5.6,2.4702,BIKE,0,0,0,0,5.08
2025-10-23,503082,4.24,5.4404,CAR,0,0,0,0,5.42
2025-10-12,301139,5.29,4.2173,BIKE,0,0,0,0,6.57
2025-10-20,858994,2.29,3.8221,BIKE,0,0,1,0,5.38
2025-11-29,749714,4.59,3.1801,CAR,0,0,1,0,8.46
2025-10-24,688315,7.76,1.8729,CAR,0,0,0,0,10.61
2025-10-13,551122,2.64,3.8788,BIKE,0,0,1,0,5.01
2025-11-02,259210,2.6,3.9153,BIKE,1,0,0,0,2.96
2025-11-03,192601,5.79,7.1533,CAR,0,0,0,0,11.94
2025-11-27,129956,2.5,2.6611,BIKE,0,1,1,0,4.32
2025-11-01,338340,3.61,1.7672,BIKE,1,0,0,0,3.33
2025-11-11,729085,8.48,2.1464,BIKE,0,0,1,0,17.69
2025-11-24,569511,2.62,6.2237,BIKE,0,0,0,0,4.15
2025-10-29,760799,8.78,2.9183,BIKE,0,0,1,0,17.72
2025-10-27,928965,3.43,5.7473,CAR,0,0,0,1,8.85
2025-11-07,521486,2.31,3.4901,CAR,0,0,1,0,5.25
2025-10-13,703103,5.48,2.3454,BIKE,0,0,0,0,5.34
2025-11-18,139279,4.28,7.1694,BIKE,0,0,0,0,8.44
2025-10-22,471931,4.08,5.6548,BIKE,1,0,0,0,7.55
2025-10-07,248702,2.76,3.2467,BIKE,0,0,0,0,5.85
2025-10-07,161063,4.26,5.0438,BIKE,1,0,0,0,8.07
2025-10-29,873887,1.44,3.6502,CAR,1,0,1,0,4.07
2025-11-09,354311,4.52,4.1104,BIKE,0,0,1,0,8.87
2025-11-23,790504,1.68,1.8409,CAR,0,0,1,0,3.13
2025-11-29,545377,3.31,3.0245,BIKE,0,0,1,0,2.53
2025-10-02,589934,2.62,3.5211,BIKE,1,0,1,0,4.89
2025-10-07,619089,1.9,3.9548,CAR,0,0,1,0,5.23
2025-10-17,846434,1.45,2.0814,CAR,0,0,1,0,3.17
2025-11-02,308432,2.25,4.9007,MOPED,0,0,0,0,6.0
2025-10-22,282051,3.59,2.1702,BIKE,0,0,0,1,4.48
